id_particella,pos_x_m,pos_y_m,pos_z_m,vel_x_ms,vel_y_ms,vel_z_ms,dimensione_m,destino
2043,25.3074,-32.0179,-68.8556,2.7656,-2.0788,-6.2415,2.2635,sopravvivenza
2044,7.4312,55.3071,57.4385,0.538,1.6035,2.3227,0.4353,impatto
2045,-8.172,-23.3751,-76.2617,-0.9014,-1.0778,-5.0953,1.0886,impatto
2046,-66.6145,-44.02,-6.3908,-4.2935,-2.5001,-0.4541,1.0943,impatto
2047,-52.3816,46.5076,-38.6594,-29.3277,25.0662,-21.3717,0.086,fuga
2048,-64.9671,-20.3755,-42.013,-9.5743,-3.6701,-6.6458,1.0013,sopravvivenza
2049,75.5787,4.3684,-25.9758,4.6848,0.7321,-1.2312,0.0966,impatto
2050,15.663,-51.3533,59.2363,2.2422,-8.9654,10.6655,0.5937,sopravvivenza
2051,11.153,28.8281,73.7419,9.3526,24.321,63.0458,2.2826,fuga
2052,-13.5699,2.4784,-78.8227,-7.8285,1.5038,-46.2748,0.87,fuga
2053,53.5254,48.0015,-34.8412,13.9938,12.8915,-9.0109,0.17,sopravvivenza
2054,-53.2295,24.6131,54.4641,-4.1152,2.0346,4.7388,1.6329,sopravvivenza
2055,-21.3552,-6.6173,-76.6024,-5.3345,-1.0989,-14.8511,0.4738,fuga
2056,-73.4377,20.0453,24.3304,-4.7638,1.1939,1.3507,5.5698,sopravvivenza
2057,27.5832,24.5689,-70.8832,3.9665,3.3475,-11.2831,0.5662,fuga
2058,71.7711,-18.1753,30.2388,79.0439,-20.2596,32.9288,0.2867,fuga
2059,8.4943,76.1415,23.4886,0.2267,3.9304,1.7444,0.8022,sopravvivenza
2060,-45.6857,58.8174,29.1373,-13.0063,16.4201,8.6226,0.0995,sopravvivenza
2061,-58.6421,-10.4134,-53.5625,-6.6464,-1.968,-6.1071,0.0291,sopravvivenza
2062,-17.9227,-26.3485,-73.3981,-1.4019,-2.4673,-7.8207,0.0732,sopravvivenza
2063,-30.2769,30.3978,-67.6846,-5.5687,6.6438,-13.82,1.5367,sopravvivenza
2064,-27.7338,-34.2825,66.8369,-1.3991,-1.6743,3.8354,0.1059,sopravvivenza
2065,-74.2963,27.1396,12.151,-3.8877,1.702,0.9443,1.4388,sopravvivenza
2066,35.3379,62.8676,34.6301,6.4803,11.2221,5.6682,3.2788,sopravvivenza
2067,-59.216,-46.8603,26.2418,-8.3154,-6.0811,3.2358,5.5271,sopravvivenza
2068,-47.1536,-24.5448,59.579,-6.0756,-2.9035,6.3138,0.1613,sopravvivenza
2069,-4.7672,75.5252,25.6582,-0.2763,5.3037,1.8825,4.5984,impatto
2070,69.7856,-21.8836,-32.7291,60.3346,-18.3774,-28.2854,0.0239,fuga
2071,79.1644,-4.2355,9.31,11.8783,-0.7876,1.5607,1.1692,sopravvivenza
2072,-1.374,-12.4806,-79.0136,-1.4077,-2.97,-16.2592,0.9598,sopravvivenza
2073,37.049,-25.9118,-66.0552,6.1628,-3.9304,-11.1065,7.4015,sopravvivenza
2074,-61.9136,50.312,5.7806,-1.9478,0.9106,-0.0558,0.0424,impatto
2075,53.1418,52.4707,-28.7467,12.8651,13.2114,-7.7112,0.2841,sopravvivenza
2076,55.8311,-16.835,-54.9039,4.828,-1.881,-5.272,2.1737,sopravvivenza
2077,-36.8999,70.4303,8.1496,-1.4995,3.1486,0.7935,0.1169,impatto
2078,38.5846,-18.912,-67.4816,7.9094,-3.7096,-14.2257,0.5837,sopravvivenza
2079,69.8877,-31.1216,-23.9196,10.248,-5.0174,-3.7433,0.9419,impatto
2080,69.389,29.8777,-26.0267,8.5566,3.2339,-3.3781,3.2931,sopravvivenza
2081,18.1365,-58.0266,52.2639,1.8343,-5.3101,4.2819,0.3527,impatto
2082,-33.7179,53.9223,48.5982,-1.5497,0.9158,1.5686,7.0447,impatto
2083,32.8153,-36.5728,-63.0024,14.7875,-17.1189,-28.8936,0.1354,fuga
2084,66.0237,-17.432,-41.7004,11.8663,-2.9417,-7.6812,0.9501,sopravvivenza
2085,45.793,-52.4233,-39.5716,3.8577,-3.5161,-3.1529,0.1125,sopravvivenza
2086,-8.2505,-38.4311,69.6221,-2.1389,-8.2535,16.3159,1.0515,fuga
2087,-32.8235,-8.2046,72.4709,-5.7075,-0.4293,11.5321,1.5625,impatto
2088,-73.7239,-30.7135,6.1115,-6.6223,-2.7227,0.288,0.1443,sopravvivenza
2089,-2.9988,-77.9453,17.7467,-1.0393,-14.9192,2.6274,5.5006,sopravvivenza
2090,-38.8226,-41.0657,-56.7563,-1.5107,-1.3361,-1.8835,0.7567,impatto
2091,-19.8046,75.2625,18.2631,-3.2019,14.1596,3.3451,1.4546,fuga
2092,-71.8065,29.9577,-19.2199,-5.2115,3.1336,-1.0858,0.2821,fuga
2093,-68.5142,38.2839,15.6705,-9.1292,4.914,2.8124,0.0281,sopravvivenza
2094,39.5462,-56.1423,-40.9173,6.7618,-9.4543,-5.8689,0.0774,sopravvivenza
2095,-39.1519,33.3052,-61.5026,-9.0027,6.2409,-13.7048,0.2265,sopravvivenza
2096,-17.6795,41.0205,-66.3298,-5.2163,11.9524,-18.7041,4.8364,impatto
2097,-37.7044,-70.5884,-0.2757,-1.416,-2.5763,-0.2269,0.276,impatto
2098,35.2686,-32.7364,63.9211,4.4928,-4.097,9.1986,0.1151,sopravvivenza
2099,17.3694,6.3863,-77.8975,3.7679,2.6367,-14.6259,0.415,fuga
2100,-0.2939,-72.9655,-32.9515,-0.0965,-8.9703,-3.3826,0.0106,fuga
2101,0.812,40.4933,-69.0455,0.1313,3.269,-3.8428,0.0613,impatto
2102,28.8054,-68.6522,29.3998,1.3956,-5.2767,3.1231,0.4755,sopravvivenza
2103,3.1845,-51.0598,61.7624,0.6069,-12.4224,14.9971,0.5057,sopravvivenza
2104,11.8794,78.1867,11.6921,1.1995,6.8865,1.0096,2.3662,sopravvivenza
2105,-39.2128,28.1233,-63.9502,-19.4814,13.1638,-32.5036,2.3022,sopravvivenza
2106,21.7578,64.6547,41.6376,3.2552,8.1899,5.5237,0.4773,sopravvivenza
2107,54.245,-45.4211,37.5716,12.4365,-9.6628,9.9408,0.0089,sopravvivenza
2108,78.8832,3.9967,-12.6122,20.7555,-0.2016,-3.1624,0.7554,sopravvivenza
2109,50.5216,-12.8364,-60.7395,5.3431,-1.274,-5.6782,1.9412,sopravvivenza
2110,-61.1364,3.7166,51.6242,-2.8077,0.4283,2.2293,1.4096,impatto
2111,53.207,-48.4509,34.7836,16.5266,-14.7516,11.1461,0.011,sopravvivenza
2112,58.7921,-43.474,-32.3662,12.0295,-8.6896,-6.7185,0.7054,sopravvivenza
2113,49.6542,-62.875,-1.0349,10.4873,-12.6115,-0.1909,0.3183,sopravvivenza
2114,-58.598,43.1554,-33.2728,-7.2056,4.885,-4.4992,3.6329,sopravvivenza
2115,-36.4053,65.7712,27.2116,-8.1191,12.2643,5.7522,0.2276,impatto
2116,-35.9565,35.0375,62.3005,-6.5763,6.9924,10.5337,0.0013,sopravvivenza
2117,-52.6428,-32.7255,50.5017,-4.5935,-3.42,3.9012,0.0753,sopravvivenza
2118,53.138,54.1365,25.0464,36.3421,37.3539,17.1364,1.0235,fuga
2119,78.8136,11.6869,5.5544,3.5789,1.6341,0.46,2.1175,impatto
2120,33.6826,-67.5007,-26.2137,0.9226,-3.6918,-0.8643,0.1686,impatto
2121,40.9038,21.5674,65.3914,2.0955,0.4156,3.1771,9.2035,impatto
2122,-6.438,-66.6736,43.7595,-1.4986,-21.1069,12.6589,11.8608,sopravvivenza
2123,24.5201,66.2534,37.2844,4.827,13.1293,9.0915,0.7052,impatto
2124,-59.0544,-0.8952,-54.1208,-7.1088,-0.6872,-5.9987,0.1412,sopravvivenza
2125,-21.8568,-58.178,50.7424,-4.2717,-10.3774,9.7249,0.0563,sopravvivenza
2126,-40.0875,44.8539,-52.6129,-5.772,5.4597,-7.6884,0.9924,sopravvivenza
2127,-6.278,-33.8654,-71.9602,0.4502,-1.5725,-1.7024,0.0658,impatto
2128,-49.3343,62.8598,-3.8528,-3.4942,4.3874,0.1263,0.1438,sopravvivenza
2129,-48.197,-16.1546,-61.7225,-11.6735,-3.331,-13.6713,0.9827,sopravvivenza
2130,-46.9794,64.6248,2.202,-3.5854,5.3401,0.1758,0.3225,sopravvivenza
2131,62.0292,40.7005,-30.279,18.2429,12.2546,-8.577,0.274,sopravvivenza
2132,1.6337,78.2263,17.0734,0.042,12.9397,2.9786,0.0659,sopravvivenza
2133,4.0483,79.5943,7.6113,0.781,17.0683,1.6065,1.8452,sopravvivenza
2134,61.5696,3.3144,-51.2497,4.8689,0.8742,-4.4366,0.2446,sopravvivenza
2135,-8.2954,63.9516,47.3108,-2.6656,19.3332,14.0697,3.1695,impatto
2136,58.211,-46.8106,-28.2414,21.9003,-17.2769,-10.9302,0.7001,fuga
2137,-38.3492,23.7234,66.1467,-6.1432,2.8909,10.3611,1.7091,impatto
2138,-10.3754,-78.8193,-9.175,0.0151,-4.7737,-0.1438,0.3209,impatto
2139,-50.796,57.5915,22.4485,-7.0713,8.7285,3.3806,0.4129,sopravvivenza
2140,-5.3033,12.3777,-78.9087,-0.3607,0.5003,-3.8667,4.2075,impatto
2141,-57.8785,-35.1424,42.5419,-5.4921,-3.7503,4.3412,0.2429,sopravvivenza
2142,-50.4974,14.0213,60.3424,-16.9018,4.0877,19.7996,1.6612,sopravvivenza
2143,-36.069,-15.2769,-69.7297,-21.0738,-10.1897,-42.9742,0.0153,fuga
2144,72.2579,16.828,29.8849,8.1309,2.457,3.3737,0.5431,sopravvivenza
2145,-70.7226,22.6872,29.5484,-139.0369,43.6498,57.9229,0.008,fuga
2146,-11.1189,-45.7776,64.7879,-1.8128,-10.7203,15.4196,0.4079,sopravvivenza
2147,-21.6298,-61.4786,46.3072,-12.8375,-35.7847,27.8258,0.7646,fuga
2148,65.1373,1.6403,-46.4308,14.361,0.8615,-10.0501,1.3106,sopravvivenza
2149,-69.3453,-19.8563,-34.5006,-10.7559,-2.7607,-4.9043,0.5717,sopravvivenza
2150,51.1437,6.3783,61.4198,5.4157,0.4982,5.7185,0.2994,impatto
2151,62.0404,-49.6854,-9.3125,15.43,-13.5521,-2.1721,0.15,sopravvivenza
2152,54.2595,53.3728,24.2726,7.6738,8.197,2.7671,0.5744,sopravvivenza
2153,-37.2054,59.4503,38.6926,-10.2143,15.823,10.1855,0.0864,sopravvivenza
2154,-67.5463,-15.3719,-40.1113,-1.5064,-1.0914,-1.7837,0.608,impatto
2155,-59.0669,-52.0015,-14.3161,-10.5729,-10.3105,-2.4939,0.4924,sopravvivenza
2156,24.4731,69.4027,-30.9972,1.4255,5.0194,-2.4876,0.3223,sopravvivenza
2157,41.8229,65.7868,-17.7994,4.2096,7.7883,-1.5439,0.1641,sopravvivenza
2158,-65.0112,34.8309,31.1754,-37.6921,19.8709,18.572,6.8323,fuga
2159,32.526,10.9077,72.4109,1.9321,0.3267,2.8442,0.3381,impatto
2160,3.1171,79.8379,2.2577,0.5044,7.5698,-0.1373,0.4082,sopravvivenza
2161,35.4315,-3.0279,71.4858,1.5973,-0.3616,1.9906,2.0193,impatto
2162,76.5985,22.7886,3.2716,38.0042,11.013,2.0046,0.0061,fuga
2163,44.1369,1.7183,-66.5416,13.5258,-0.2827,-20.7067,0.218,impatto
2164,-7.137,-74.7478,27.6354,-2.6315,-25.5912,9.1706,1.0336,sopravvivenza
2165,60.2892,48.9604,19.0815,2.6568,3.2453,0.7824,0.9637,impatto
2166,7.1582,28.4488,-74.3204,1.7141,8.7873,-19.9306,0.0578,sopravvivenza
2167,-7.6769,4.3536,79.618,-1.6462,0.2864,12.3998,1.6538,sopravvivenza
2168,-14.8387,35.773,69.9474,-22.0238,52.7792,103.7934,1.4206,fuga
2169,22.5491,74.949,-15.9772,2.3777,7.326,-1.7373,2.0042,impatto
2170,60.7027,27.8314,44.1814,12.8374,6.6801,9.7464,0.2598,sopravvivenza
2171,-18.5056,-12.0446,-76.8884,-2.866,-2.5875,-12.8169,0.1155,sopravvivenza
2172,-5.8544,-69.6391,-38.8067,-1.5879,-9.0905,-4.4189,2.7204,sopravvivenza
2173,-73.4473,27.7454,-15.0626,-4.5235,2.2392,-1.4352,11.8667,sopravvivenza
2174,54.7969,-0.0309,-58.249,21.772,1.1258,-23.3545,2.2525,fuga
2175,-26.9273,-69.7798,28.9907,-0.1422,-3.0634,1.0905,7.8384,impatto
2176,63.5069,30.5075,-37.9552,7.8754,4.3456,-5.5461,1.7941,sopravvivenza
2177,-74.0778,20.4935,22.2139,-31.0746,8.6574,8.4341,0.0665,fuga
2178,29.2189,-41.0947,-61.803,5.0949,-6.8203,-10.552,3.4767,sopravvivenza
2179,-5.0482,-79.1881,9.3109,-1.9249,-28.0463,3.2471,0.0962,impatto
2180,-46.7242,-58.5643,-27.6512,-2.2226,-1.6954,-1.0129,1.8914,impatto
2181,-37.5551,-30.3795,-63.9248,-14.1006,-12.182,-24.3291,0.2045,sopravvivenza
2182,-47.6961,64.3216,0.4373,-6.7964,7.8344,0.1517,0.0819,sopravvivenza
2183,20.4844,71.5495,-29.391,2.5454,7.4148,-3.7523,0.4647,sopravvivenza
2184,-9.21,-77.5646,17.7352,-1.161,-4.5164,0.8717,0.169,impatto
2185,-0.6426,62.0968,-50.5632,1.3174,8.5935,-7.6394,0.2359,sopravvivenza
2186,-61.986,6.219,-50.2804,-27.693,2.8097,-22.6586,4.4354,fuga
2187,54.7483,-54.83,19.924,3.6663,-3.5962,1.0448,0.0985,impatto
2188,30.4893,-65.156,-34.8783,3.1165,-6.3846,-2.935,1.1377,sopravvivenza
2189,-24.9867,-56.2955,51.0968,-4.5073,-10.4133,8.9013,0.6589,sopravvivenza
2190,-15.2113,-33.6556,70.96,-0.9943,-1.9647,4.1979,0.0189,impatto
2191,-71.3606,-33.8345,-12.5876,-90.9795,-43.3719,-16.9288,2.5877,fuga
2192,52.1661,-54.7398,26.4284,5.183,-4.4779,2.1028,0.0739,sopravvivenza
2193,-76.984,-20.1285,-7.8157,-13.4235,-3.4252,-1.4579,0.5214,impatto
2194,19.1694,29.3614,71.6176,0.2251,2.1718,3.4641,0.2105,impatto
2195,-18.5567,38.3435,-67.7341,-1.4702,2.7441,-4.7012,0.7239,sopravvivenza
2196,-46.7493,40.2675,-51.1631,-57.9376,49.0063,-63.145,0.4861,sopravvivenza
2197,-48.8938,-49.228,-39.7664,-7.6254,-8.1318,-5.7796,0.5657,sopravvivenza
2198,-40.1283,6.119,68.7768,-3.1418,0.6034,6.6328,0.3652,sopravvivenza
2199,-2.8673,78.7125,-14.4081,0.104,8.1899,-1.855,0.251,sopravvivenza
2200,77.7684,-17.9308,-2.2668,12.1285,-2.7442,-0.7395,1.6731,sopravvivenza
2201,38.696,-24.8376,65.4813,3.9324,-2.8675,7.4994,2.1796,sopravvivenza
2202,51.8852,-57.0007,-21.2885,6.8694,-6.7804,-1.742,0.3581,sopravvivenza
2203,5.0982,-62.1716,-50.2002,0.5893,-1.1421,-0.9315,0.5107,impatto
2204,-58.9344,-50.2757,20.4133,-20.7476,-18.1717,7.2544,0.8973,fuga
2205,-25.8453,-49.6269,-57.1158,-6.5829,-13.7913,-14.9584,0.1547,impatto
2206,6.5917,-73.9361,-30.0984,0.6023,-4.0898,-1.8051,0.2402,impatto
2207,-2.127,-54.3856,-58.5643,-0.68,-5.446,-6.0857,0.023,fuga
2208,5.2962,53.1472,59.6501,0.4738,3.4502,3.0538,2.7479,sopravvivenza
2209,41.6281,48.4109,48.107,1.8586,2.6402,2.4272,0.2364,sopravvivenza
2210,-24.8131,-72.5316,-23.1115,-11.0592,-32.7892,-9.6995,0.0733,fuga
2211,-44.8397,3.0617,-66.085,-3.7146,-0.2804,-6.2564,4.6784,sopravvivenza
2212,-52.4543,7.7322,-60.1638,-35.3911,5.679,-39.4889,0.0138,fuga
2213,-79.5716,-4.0222,5.8427,-5.076,-0.7077,0.0795,0.2708,sopravvivenza
2214,20.808,-72.5779,26.5342,1.5079,-3.1758,-0.1629,2.4968,impatto
2215,-45.8879,-59.7644,27.2648,-4.2,-4.6925,2.4062,3.5824,impatto
2216,12.8653,56.7339,-54.9814,3.0572,14.2146,-13.6229,0.3297,sopravvivenza
2217,61.4134,12.7778,-49.7538,3.2629,0.4863,-3.4367,0.2833,sopravvivenza
2218,-73.286,-31.9573,-1.6466,-13.3126,-6.4071,-0.6699,0.0758,sopravvivenza
2219,-0.9111,50.2879,-61.9935,-1.0199,42.3757,-54.3373,0.4678,fuga
2220,54.0167,-58.3969,-7.1852,1.1145,-1.408,0.1023,0.8775,impatto
2221,29.3657,26.6125,-69.4182,3.5631,4.1688,-9.4009,1.6047,sopravvivenza
2222,52.5956,53.8776,27.6073,9.6331,9.8666,5.0384,0.6063,sopravvivenza
2223,-47.7717,63.1406,-12.3226,-54.7602,73.0025,-14.0921,2.4071,fuga
2224,15.8268,-55.3826,-55.5319,2.6074,-10.9017,-10.3394,4.5664,sopravvivenza
2225,-37.4668,44.7487,54.8353,-29.3428,35.1631,44.3223,0.1497,fuga
2226,7.6702,-21.1385,-76.6837,1.4713,-3.9678,-15.5973,11.2577,sopravvivenza
2227,79.3622,9.5263,-4.2222,22.1424,2.9321,-0.3446,0.0584,sopravvivenza
2228,-40.676,15.6144,-66.8946,-12.3648,5.1694,-20.3141,1.0118,sopravvivenza
2229,-63.6396,36.3215,32.4807,-6.5123,3.988,3.1912,0.9768,sopravvivenza
2230,-78.434,15.8956,5.7267,-42.757,8.4924,3.2639,0.515,fuga
2231,-28.534,68.2564,30.4875,-14.0902,32.7196,15.1515,0.2916,fuga
2232,36.1411,61.3839,-36.0876,8.4622,12.9401,-8.2505,0.266,sopravvivenza
2233,42.1682,67.7808,-2.1109,0.9749,1.0377,0.0812,0.2772,impatto
2234,49.6785,43.0552,45.4737,50.8032,45.1123,47.3944,0.1984,fuga
2235,-68.6669,40.8982,-3.1986,-26.1138,15.4884,-0.8332,3.0982,fuga
2236,-73.7637,21.6011,21.7227,-18.7547,5.0204,5.3173,1.141,sopravvivenza
2237,12.4156,59.6852,51.8214,2.5632,4.1347,4.5917,0.1588,sopravvivenza
2238,-9.4999,-49.4097,62.2163,-1.0081,-1.8073,1.4791,2.127,impatto
2239,-28.3704,33.6754,-66.8416,-4.0039,5.0317,-10.8242,0.2282,sopravvivenza
2240,-46.5043,4.9615,64.9804,-2.9146,0.0519,5.23,0.0906,sopravvivenza
2241,17.5614,-55.8591,54.576,1.6675,-6.2441,6.0757,1.5632,sopravvivenza
2242,0.6942,61.6329,-50.9813,0.7764,58.781,-49.5071,0.2757,fuga
2243,27.9872,17.3161,72.9858,5.9596,4.0017,15.8486,0.2126,fuga
2244,53.9856,6.2155,-58.7712,17.0436,1.7899,-18.8403,0.2023,sopravvivenza
2245,24.2496,-67.7597,-34.9664,4.5617,-14.1839,-6.869,3.2687,impatto
2246,30.1311,24.9649,-70.0051,1.1571,0.0258,-2.3881,3.2068,impatto
2247,-48.6356,46.4421,43.7523,-2.3305,2.431,1.8456,2.1964,impatto
2248,14.6009,-76.3156,19.3334,7.1208,-36.5066,9.3261,1.6764,fuga
2249,-49.2247,54.0804,-32.5562,-3.7758,5.0222,-2.504,1.4297,sopravvivenza
2250,-1.1798,41.2382,68.4624,-0.0286,2.0604,3.752,1.2604,impatto
2251,19.3766,28.1221,72.3501,19.3791,26.5519,70.101,0.7748,fuga
2252,-54.2428,40.3076,-42.7333,-16.6919,12.1938,-12.9773,1.289,sopravvivenza
2253,-47.5361,-52.0077,-37.6768,-19.9725,-21.7175,-15.3577,0.3059,fuga
2254,73.7872,20.6737,23.3633,14.027,3.3775,3.9549,4.3645,impatto
2255,-43.3714,62.7062,-23.6676,-12.239,17.3734,-6.5819,0.5543,sopravvivenza
2256,-50.1731,-41.2563,46.7088,-2.4975,-1.655,3.0599,0.6966,impatto
2257,12.5339,-25.2109,74.8468,0.4653,-1.2565,4.6279,0.1063,impatto
2258,49.6095,62.7883,-2.2306,32.9501,41.5641,-1.1396,0.5352,fuga
2259,6.7009,-79.5034,-5.2968,1.6383,-5.2804,0.533,0.7991,sopravvivenza
2260,62.0644,23.7946,44.4117,11.3733,4.0194,6.8372,0.803,sopravvivenza
2261,46.9783,7.9151,64.1813,4.1078,0.598,6.631,1.9425,impatto
2262,-50.0346,3.8737,-62.2675,-2.4497,-0.5735,-2.9522,0.0681,impatto
2263,79.061,-12.4335,0.869,3.473,0.234,0.7875,2.6489,impatto
2264,-52.7505,45.1258,39.9093,-3.524,4.3479,3.5172,0.5658,sopravvivenza
2265,61.9839,16.4582,-47.7967,63.4167,16.3549,-48.9548,0.5628,fuga
2266,47.2326,47.8303,43.6018,35.9391,35.7629,33.5408,0.6189,fuga
2267,13.0027,60.5445,50.5594,1.7382,6.8898,4.9866,0.8959,sopravvivenza
2268,63.7583,-8.4798,47.4312,14.3559,-2.3303,10.9149,0.1938,sopravvivenza
2269,70.5019,-23.1584,29.5693,29.5884,-9.4812,12.3972,0.2085,fuga
2270,-70.168,38.2766,-3.0134,-4.6617,2.7148,0.341,6.4151,sopravvivenza
2271,75.0031,26.6631,-7.3165,29.6352,10.6564,-3.172,0.2421,fuga
2272,67.1993,40.9452,-15.6219,13.5451,8.6232,-3.0817,2.94,sopravvivenza
2273,21.0606,-13.7369,76.0047,13.1206,-8.4185,46.9255,0.2112,fuga
2274,25.8548,2.4533,-75.5193,16.7096,2.0215,-48.6735,0.0903,fuga
2275,-72.0401,34.1772,-5.7654,-11.2083,6.3399,-0.7208,0.0348,sopravvivenza
2276,-60.3114,-43.7241,28.7264,-3.4209,-2.477,1.8564,0.4964,impatto
2277,34.5255,5.4963,71.9857,15.2579,2.3333,32.6297,2.2846,fuga
2278,-52.5731,29.3274,-52.989,-31.9662,17.8338,-31.8934,0.5848,fuga
2279,-23.1946,65.2515,-39.7627,-8.2773,21.152,-13.664,0.1173,sopravvivenza
2280,-58.8042,11.3646,-52.9938,0.3518,-0.2528,-0.0192,0.0787,impatto
2281,-30.4863,58.322,45.6104,-21.13,41.9176,32.6496,0.0899,fuga
2282,-67.7943,5.7091,-42.0115,-2.1411,-0.6764,-1.5013,2.2295,impatto
2283,49.6935,61.6321,8.8558,35.1484,43.456,6.2489,1.0735,fuga
2284,-30.6611,62.8234,-38.5379,-4.4387,8.4961,-4.6305,1.3369,impatto
2285,-43.7323,67.0073,0.6742,-14.143,20.7917,-0.8333,2.0679,sopravvivenza
2286,-24.6418,40.8054,64.2861,-2.0961,3.579,5.6612,0.7287,impatto
2287,-73.7056,-7.2501,-30.1205,-9.3397,-1.5711,-3.7209,0.1409,fuga
2288,18.5976,12.8323,76.7418,5.3875,3.8332,23.0697,1.6785,sopravvivenza
2289,45.809,63.5042,16.2945,33.5733,47.1624,11.7176,26.3895,fuga
2290,-78.1966,17.159,1.3902,-29.3784,5.989,0.3837,0.1226,sopravvivenza
2291,26.724,22.7922,-71.7763,3.1399,2.2439,-9.2835,2.4662,sopravvivenza
2292,-60.002,0.9823,-52.8604,-1.9586,-0.2643,-2.9417,0.0399,impatto
2293,-55.2339,-51.9845,25.7314,-3.7005,-3.0039,1.9189,1.4757,sopravvivenza
2294,55.61,6.6149,57.1596,14.6891,0.7112,15.7577,0.3633,sopravvivenza
2295,-23.0473,76.4025,5.9456,-2.7763,9.101,0.7956,0.26,fuga
2296,19.8,-64.2064,43.3841,7.4603,-22.1395,14.6704,0.0707,impatto
2297,42.4715,59.6339,-32.2265,16.2862,22.3642,-11.2901,0.0087,fuga
2298,-19.9033,-69.7392,33.8149,-1.5366,-2.637,0.9162,0.2453,impatto
2299,-73.1023,29.735,11.962,-10.4563,3.7849,1.4872,1.6423,sopravvivenza
2300,19.1363,-21.2602,74.9189,0.4375,-0.9876,3.5451,1.031,impatto
2301,32.9205,27.1014,67.8158,6.3541,4.6933,12.7259,9649.6307,sopravvivenza
2302,-65.115,-31.4045,-34.1754,-4.3185,-1.6196,-1.4069,0.1592,sopravvivenza
2303,-42.1164,-43.7808,-52.0295,-6.9952,-7.2374,-9.0077,3.7353,sopravvivenza
2304,-35.8468,58.745,40.9665,-20.8229,34.5909,24.0661,1.8017,fuga
2305,4.871,-75.7703,25.0824,1.295,-12.1723,3.1182,2.0074,sopravvivenza
2306,25.0376,-20.178,73.2829,19.7738,-14.5972,56.6146,0.2539,fuga
2307,62.6344,-45.9279,-19.3289,13.5786,-10.6525,-3.5481,3.5303,sopravvivenza
2308,20.3803,77.2296,-1.3043,2.695,12.5252,0.1349,0.2855,sopravvivenza
2309,-3.0131,70.7294,-37.4134,-0.7113,13.7656,-7.6092,1.121,sopravvivenza
2310,-6.687,47.5287,64.1182,-3.1805,27.0858,35.6063,0.6613,fuga
2311,59.715,-23.2812,-47.8825,4.7836,-2.2122,-3.6531,0.3662,sopravvivenza
2312,5.1739,75.3889,25.9019,0.6334,5.892,2.0498,2.8939,sopravvivenza
2313,42.9352,-64.7596,19.6369,5.7576,-7.4169,2.0984,10.5347,fuga
2314,25.0621,40.5147,64.3017,0.0801,-0.0183,1.2465,0.014,sopravvivenza
2315,7.7457,-10.4569,-78.7978,0.816,-0.3221,-6.1701,0.6508,sopravvivenza
2316,-7.2035,-69.0972,39.9903,-2.177,-16.4675,8.7547,0.0762,sopravvivenza
2317,-29.7632,73.3357,-11.9681,-1.4523,5.1788,-1.1452,7.0793,sopravvivenza
2318,-8.4003,77.8624,-16.3333,-0.5461,6.2972,-1.988,0.0834,sopravvivenza
2319,-43.8606,30.2361,-59.777,-3.4923,2.2189,-4.8976,0.6807,sopravvivenza
2320,-61.3712,-25.0713,-44.8717,-1.9673,-0.6907,-0.5787,0.7172,impatto
2321,-67.4882,-42.987,3.8711,-5.1324,-3.5312,0.3815,0.7238,sopravvivenza
2322,22.3124,-15.176,75.3822,2.9847,-2.1298,10.693,0.0335,sopravvivenza
2323,50.1164,-60.3628,-15.2027,6.0101,-8.0421,-1.7774,0.1074,sopravvivenza
2324,-24.3814,54.5803,52.9379,-23.4423,49.4242,48.1232,0.1647,fuga
2325,50.5888,26.6769,-55.7484,49.8935,25.8384,-53.8295,0.3346,fuga
2326,-14.7607,-38.1817,-68.74,-0.9492,-2.426,-5.1303,0.0857,sopravvivenza
2327,-74.1965,9.6396,28.2033,-7.7642,1.3814,1.8778,1.6753,sopravvivenza
2328,-36.0893,-28.6943,65.4079,-1.979,-1.9809,3.8972,0.0334,impatto
2329,20.1945,-30.882,70.9158,12.4404,-17.8346,41.6378,2.5396,fuga
2330,34.1036,8.0092,-71.9029,2.692,0.1791,-4.7806,0.4967,sopravvivenza
2331,47.5098,-53.5072,-36.2772,12.4878,-14.5133,-9.034,0.8719,sopravvivenza
2332,60.4501,-35.3716,38.8924,3.7619,-1.3552,2.4468,0.2606,sopravvivenza
2333,-16.7655,-19.7867,-75.5825,-23.6766,-29.2056,-106.9084,0.1621,fuga
2334,17.1907,-75.7463,-18.5573,3.0636,-9.9522,-2.31,0.4169,sopravvivenza
2335,54.9732,-35.0548,-46.0589,2.593,-1.9475,-2.9075,1.7387,impatto
2336,18.5469,-52.8393,-56.9986,8.1264,-20.7941,-23.1451,4.899,fuga
2337,72.4699,19.7482,-27.6664,27.7915,8.528,-10.5543,0.316,fuga
2338,59.5979,-53.6592,-0.1661,54.3749,-47.9486,-0.6912,2.4299,fuga
2339,34.1496,-46.6121,-55.0906,0.5781,-1.5456,-2.6424,1.1988,impatto
2340,62.0968,-37.4949,33.3304,32.9573,-19.9815,17.4915,4.8997,fuga
2341,1.2186,13.7366,-78.8144,0.3878,2.7738,-20.0335,0.1757,sopravvivenza
2342,23.2658,-19.4038,74.0246,-0.3534,-1.2896,1.9698,13.3584,impatto
